2024-02-29 12:47:16 INFO  Keywords:94 - Navigate is called
2024-02-29 12:47:19 INFO  Keywords:533 - ClearText is called
2024-02-29 12:47:19 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-02-29 12:47:20 INFO  Keywords:291 - Element found...gateway.username
2024-02-29 12:47:20 INFO  Keywords:537 - 
2024-02-29 12:47:20 INFO  Keywords:122 - InputText is called
2024-02-29 12:47:20 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-02-29 12:47:20 INFO  Keywords:291 - Element found...gateway.username
2024-02-29 12:47:20 INFO  Keywords:533 - ClearText is called
2024-02-29 12:47:20 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-02-29 12:47:20 INFO  Keywords:291 - Element found...gateway.password
2024-02-29 12:47:20 INFO  Keywords:537 - 
2024-02-29 12:47:20 INFO  Keywords:122 - InputText is called
2024-02-29 12:47:20 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-02-29 12:47:20 INFO  Keywords:291 - Element found...gateway.password
2024-02-29 12:47:20 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 12:47:20 INFO  Keywords:288 - Waiting for webElement...gateway.login
2024-02-29 12:47:20 INFO  Keywords:291 - Element found...gateway.login
2024-02-29 12:47:41 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 12:47:41 INFO  Keywords:288 - Waiting for webElement...management
2024-02-29 12:47:41 INFO  Keywords:288 - Waiting for webElement...managementTools
2024-02-29 12:48:31 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 12:48:31 INFO  Keywords:288 - Waiting for webElement...feedManagement
2024-02-29 12:49:38 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 12:49:38 INFO  Keywords:288 - Waiting for webElement...Search1Bar
2024-02-29 12:50:04 INFO  Keywords:288 - Waiting for webElement...TrID
2024-02-29 12:50:04 INFO  Keywords:291 - Element found...TrID
2024-02-29 12:50:04 INFO  Keywords:122 - InputText is called
2024-02-29 12:50:04 INFO  Keywords:288 - Waiting for webElement...Search2Bar
2024-02-29 12:50:04 INFO  Keywords:291 - Element found...Search2Bar
2024-02-29 12:50:04 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 12:50:04 INFO  Keywords:288 - Waiting for webElement...SearchButton3
2024-02-29 12:50:04 INFO  Keywords:291 - Element found...SearchButton3
2024-02-29 12:50:21 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 12:50:21 INFO  Keywords:288 - Waiting for webElement...transactionSearchmyResult
2024-02-29 12:50:47 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 12:50:47 INFO  Keywords:288 - Waiting for webElement...TransXMLButton
2024-02-29 12:50:57 INFO  Keywords:288 - Waiting for webElement...TransResponseXML
