2024-03-11 14:56:02 INFO  Keywords:94 - Navigate is called
2024-03-11 14:56:05 INFO  Keywords:533 - ClearText is called
2024-03-11 14:56:05 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-03-11 14:56:05 INFO  Keywords:291 - Element found...gateway.username
2024-03-11 14:56:06 INFO  Keywords:537 - 
2024-03-11 14:56:06 INFO  Keywords:122 - InputText is called
2024-03-11 14:56:06 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-03-11 14:56:06 INFO  Keywords:291 - Element found...gateway.username
2024-03-11 14:56:06 INFO  Keywords:533 - ClearText is called
2024-03-11 14:56:06 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-03-11 14:56:06 INFO  Keywords:291 - Element found...gateway.password
2024-03-11 14:56:06 INFO  Keywords:537 - 
2024-03-11 14:56:06 INFO  Keywords:122 - InputText is called
2024-03-11 14:56:06 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-03-11 14:56:06 INFO  Keywords:291 - Element found...gateway.password
2024-03-11 14:56:06 INFO  Keywords:135 - ClickOnLink is called
2024-03-11 14:56:06 INFO  Keywords:288 - Waiting for webElement...gateway.login
2024-03-11 14:56:06 INFO  Keywords:291 - Element found...gateway.login
2024-03-11 14:56:27 INFO  Keywords:135 - ClickOnLink is called
2024-03-11 14:56:27 INFO  Keywords:288 - Waiting for webElement...management
2024-03-11 14:56:27 INFO  Keywords:291 - Element found...management
2024-03-11 14:56:27 INFO  Keywords:288 - Waiting for webElement...managementTools
2024-03-11 14:56:27 INFO  Keywords:291 - Element found...managementTools
2024-03-11 14:56:28 INFO  Keywords:135 - ClickOnLink is called
2024-03-11 14:56:28 INFO  Keywords:288 - Waiting for webElement...feedManagement
2024-03-11 14:57:35 INFO  Keywords:135 - ClickOnLink is called
2024-03-11 14:57:35 INFO  Keywords:288 - Waiting for webElement...Search1Bar
2024-03-11 14:58:01 INFO  Keywords:288 - Waiting for webElement...TrID
2024-03-11 14:58:01 INFO  Keywords:291 - Element found...TrID
2024-03-11 14:58:02 INFO  Keywords:122 - InputText is called
2024-03-11 14:58:02 INFO  Keywords:288 - Waiting for webElement...Search2Bar
2024-03-11 14:58:02 INFO  Keywords:291 - Element found...Search2Bar
2024-03-11 14:58:02 INFO  Keywords:135 - ClickOnLink is called
2024-03-11 14:58:02 INFO  Keywords:288 - Waiting for webElement...SearchButton3
2024-03-11 14:58:02 INFO  Keywords:291 - Element found...SearchButton3
2024-03-11 14:58:18 INFO  Keywords:135 - ClickOnLink is called
2024-03-11 14:58:18 INFO  Keywords:288 - Waiting for webElement...transactionSearchmyResult
2024-03-11 14:58:18 INFO  Keywords:291 - Element found...transactionSearchmyResult
2024-03-11 14:58:35 INFO  Keywords:135 - ClickOnLink is called
2024-03-11 14:58:35 INFO  Keywords:288 - Waiting for webElement...TransXMLButton
2024-03-11 14:58:45 INFO  Keywords:288 - Waiting for webElement...TransResponseXML
