2024-08-07 11:18:24 INFO  Keywords:104 - Navigate is called
2024-08-07 11:18:26 INFO  Keywords:130 - InputText is called
2024-08-07 11:18:26 INFO  Keywords:301 - Waiting for webElement...gateway.username
2024-08-07 11:18:26 INFO  Keywords:305 - Element found...gateway.username
2024-08-07 11:18:26 INFO  Keywords:130 - InputText is called
2024-08-07 11:18:26 INFO  Keywords:301 - Waiting for webElement...gateway.password
2024-08-07 11:18:26 INFO  Keywords:305 - Element found...gateway.password
2024-08-07 11:18:26 INFO  Keywords:141 - ClickOnLink is called
2024-08-07 11:18:26 INFO  Keywords:301 - Waiting for webElement...gateway.login
2024-08-07 11:18:27 INFO  Keywords:305 - Element found...gateway.login
2024-08-07 11:19:03 INFO  Keywords:141 - ClickOnLink is called
2024-08-07 11:19:03 INFO  Keywords:301 - Waiting for webElement...postsamldata
2024-08-07 11:19:03 INFO  Keywords:305 - Element found...postsamldata
2024-08-07 11:19:19 INFO  Keywords:141 - ClickOnLink is called
2024-08-07 11:19:19 INFO  Keywords:301 - Waiting for webElement...next
2024-08-07 11:19:19 INFO  Keywords:305 - Element found...next
2024-08-07 11:19:38 INFO  Keywords:301 - Waiting for webElement...policyConfiguration.DeathBenefit
2024-08-07 11:19:38 INFO  Keywords:305 - Element found...policyConfiguration.DeathBenefit
2024-08-07 11:19:38 INFO  Keywords:301 - Waiting for webElement...policyConfiguration.LTCOption
2024-08-07 11:19:38 INFO  Keywords:305 - Element found...policyConfiguration.LTCOption
2024-08-07 11:19:39 INFO  Keywords:301 - Waiting for webElement...policyConfiguration.MonthPercentage
2024-08-07 11:19:39 INFO  Keywords:305 - Element found...policyConfiguration.MonthPercentage
2024-08-07 11:19:39 INFO  Keywords:130 - InputText is called
2024-08-07 11:19:39 INFO  Keywords:301 - Waiting for webElement...policyConfiguration.ABPercentage
2024-08-07 11:19:39 INFO  Keywords:305 - Element found...policyConfiguration.ABPercentage
2024-08-07 11:19:39 INFO  Keywords:301 - Waiting for webElement...policyConfiguration.payors
2024-08-07 11:19:39 INFO  Keywords:305 - Element found...policyConfiguration.payors
2024-08-07 11:19:39 INFO  Keywords:301 - Waiting for webElement...policyConfiguration.purposeofpolicy
2024-08-07 11:19:39 INFO  Keywords:305 - Element found...policyConfiguration.purposeofpolicy
2024-08-07 11:19:39 INFO  Keywords:141 - ClickOnLink is called
2024-08-07 11:19:39 INFO  Keywords:301 - Waiting for webElement...next
2024-08-07 11:19:39 INFO  Keywords:305 - Element found...next
2024-08-07 11:21:15 INFO  Keywords:301 - Waiting for webElement...primaryinsured.birthcountry
2024-08-07 11:22:05 INFO  Keywords:301 - Waiting for webElement...primaryinsured.birthstate
2024-08-07 11:22:56 INFO  Keywords:130 - InputText is called
2024-08-07 11:22:56 INFO  Keywords:301 - Waiting for webElement...primaryinsured.birthcity
2024-08-07 11:23:06 INFO  Keywords:141 - ClickOnLink is called
2024-08-07 11:23:06 INFO  Keywords:301 - Waiting for webElement...next
2024-08-07 11:24:12 INFO  Keywords:141 - ClickOnLink is called
2024-08-07 11:24:12 INFO  Keywords:301 - Waiting for webElement...next
2024-08-07 11:25:19 INFO  Keywords:301 - Waiting for webElement...financialDetails.SourceOfFundsLI
2024-08-07 11:25:29 INFO  Keywords:301 - Waiting for webElement...financialDetails.SurrenderChargeSOFLI
2024-08-07 11:25:39 INFO  Keywords:301 - Waiting for webElement...financialDetails.envisiontaking
2024-08-07 11:25:49 INFO  Keywords:301 - Waiting for webElement...financialDetails.federalfaxbracket
2024-08-07 11:25:59 INFO  Keywords:301 - Waiting for webElement...financialDetails.riskTolerance
2024-08-07 11:26:09 INFO  Keywords:301 - Waiting for webElement...financialDetails.Investmentobjectives
2024-08-07 11:26:19 INFO  Keywords:301 - Waiting for webElement...financialDetails.timehorizon
2024-08-07 11:26:29 INFO  Keywords:301 - Waiting for webElement...financialDetails.investmentexperienceFA
2024-08-07 11:26:39 INFO  Keywords:130 - InputText is called
2024-08-07 11:26:39 INFO  Keywords:301 - Waiting for webElement...financialDetails.investmentstartyear
2024-08-07 11:26:49 INFO  Keywords:130 - InputText is called
2024-08-07 11:26:49 INFO  Keywords:301 - Waiting for webElement...financialdetails.wages
2024-08-07 11:26:59 INFO  Keywords:130 - InputText is called
2024-08-07 11:26:59 INFO  Keywords:301 - Waiting for webElement...financialdetails.livingexpenses
2024-08-07 11:27:09 INFO  Keywords:130 - InputText is called
2024-08-07 11:27:09 INFO  Keywords:301 - Waiting for webElement...financialdetails.personalinvestment
2024-08-07 11:27:19 INFO  Keywords:130 - InputText is called
2024-08-07 11:27:19 INFO  Keywords:301 - Waiting for webElement...financialdetails.fixeddebtexpenses
2024-08-07 11:27:30 INFO  Keywords:130 - InputText is called
2024-08-07 11:27:30 INFO  Keywords:301 - Waiting for webElement...financialdetails.rentalincome
