2024-11-19 11:40:59 INFO  Keywords:106 - Navigate is called
2024-11-19 11:41:01 INFO  Keywords:132 - InputText is called
2024-11-19 11:41:01 INFO  Keywords:309 - Waiting for webElement...gateway.username
2024-11-19 11:41:01 INFO  Keywords:313 - Element found...gateway.username
2024-11-19 11:41:01 INFO  Keywords:132 - InputText is called
2024-11-19 11:41:01 INFO  Keywords:309 - Waiting for webElement...gateway.password
2024-11-19 11:41:01 INFO  Keywords:313 - Element found...gateway.password
2024-11-19 11:41:01 INFO  Keywords:143 - ClickOnLink is called
2024-11-19 11:41:01 INFO  Keywords:309 - Waiting for webElement...gateway.login
2024-11-19 11:41:02 INFO  Keywords:313 - Element found...gateway.login
2024-11-19 11:41:38 INFO  Keywords:143 - ClickOnLink is called
2024-11-19 11:41:38 INFO  Keywords:309 - Waiting for webElement...postsamldata
2024-11-19 11:41:38 INFO  Keywords:313 - Element found...postsamldata
2024-11-19 11:41:54 INFO  Keywords:143 - ClickOnLink is called
2024-11-19 11:41:54 INFO  Keywords:309 - Waiting for webElement...next
2024-11-19 11:41:54 INFO  Keywords:313 - Element found...next
2024-11-19 11:42:15 INFO  Keywords:132 - InputText is called
2024-11-19 11:42:15 INFO  Keywords:309 - Waiting for webElement...policyConfiguration.insuranceamount
