2024-01-02 11:53:23 INFO  Keywords:93 - Navigate is called
2024-01-02 11:53:26 INFO  Keywords:121 - InputText is called
2024-01-02 11:53:26 INFO  Keywords:282 - Waiting for webElement...gateway.username
2024-01-02 11:53:26 INFO  Keywords:285 - Element found...gateway.username
2024-01-02 11:53:26 INFO  Keywords:121 - InputText is called
2024-01-02 11:53:26 INFO  Keywords:282 - Waiting for webElement...gateway.password
2024-01-02 11:53:26 INFO  Keywords:285 - Element found...gateway.password
2024-01-02 11:53:26 INFO  Keywords:134 - ClickOnLink is called
2024-01-02 11:53:26 INFO  Keywords:282 - Waiting for webElement...gateway.login
2024-01-02 11:53:26 INFO  Keywords:285 - Element found...gateway.login
2024-01-02 11:54:05 INFO  Keywords:134 - ClickOnLink is called
2024-01-02 11:54:05 INFO  Keywords:282 - Waiting for webElement...postsamldata
2024-01-02 11:54:05 INFO  Keywords:285 - Element found...postsamldata
2024-01-02 11:54:22 INFO  Keywords:134 - ClickOnLink is called
2024-01-02 11:54:22 INFO  Keywords:282 - Waiting for webElement...next
2024-01-02 11:54:48 INFO  Keywords:121 - InputText is called
2024-01-02 11:54:48 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.insuranceamount
